code,product_name,brands,main_category,categories,labels_tags,allergens,ingredients_text,sugars_100g,lactose_100g,polyols_100g,caffeine_100g,nutriscore_grade,nova_group,url,image_url,axes_sensibles,substitution_group,reason,fodmap_high_count,fodmap_moderate_count,fodmap_low_count,fodmap_detected,fodmap_safe
3256229791459,"Couscous de maïs sans gluten, 375g","U, U Sans Gluten",en:corn-semolinas,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Semoules de céréales, Semoules de maïs","en:no-gluten,en:crossed-grain-trademark,en:dzg-gluten-free,en:fsc,en:nutriscore,en:nutriscore-grade-a",,Farine de maïs 100% origine : farine de maïs europe,0.5,,,,a,1,http://world-en.openfoodfacts.org/product/3256229791459/couscous-de-mais-sans-gluten-375g-u,https://images.openfoodfacts.org/images/products/325/622/979/1459/front_fr.3.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3165440003510,Fleur De Maïs Maïsla,"Tipiak, Tipiak Restauration",en:corn-starch,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Amidons, Amidons de céréales, Amidon de maïs","en:no-gluten,en:green-dot,en:products-for-professional-use",,"100% amidon de maïs, _sulfites_.",0,,,,c,2,http://world-en.openfoodfacts.org/product/3165440003510/fleur-de-mais-maisla-tipiak,https://images.openfoodfacts.org/images/products/316/544/000/3510/front_fr.15.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3350033289253,Couscous semoule de maïs,Monoprix,en:couscous,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Plats préparés, Semoules de céréales, Semoules de maïs, Couscous","en:no-gluten,en:crossed-grain-trademark,en:dzg-gluten-free",,Semoule de maïs.,0,,,,b,3,http://world-en.openfoodfacts.org/product/3350033289253/couscous-semoule-de-mais-monoprix,https://images.openfoodfacts.org/images/products/335/003/328/9253/front_fr.20.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3361291956016,Pruneaux sans sucres ajoutés,Pruni,en:dried-prunes,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Produits déshydratés, Fruits, Aliments à base de plantes séchées, Fruits secs, Pruneaux","en:no-preservatives,en:no-added-sugar,fr:sud-de-france,fr:triman",,"Pruneaux issus de l'agriculture française, eau, extrait de vanille Bourbon.",30.7,,,,c,1,http://world-en.openfoodfacts.org/product/3361291956016/pruneaux-sans-sucres-ajoutes-pruni,https://images.openfoodfacts.org/images/products/336/129/195/6016/front_fr.23.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3456300005820,Couscous Oriental Semoule Maïs Et Riz Bio Sans Gluten,Léa Nature Jardin Bio,en:durum-wheat-semolinas,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Semoules de céréales, Semoules de blé, Semoules de blé dur","en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:non-eu-agriculture,en:vegan,en:eu-agriculture,en:eu-non-eu-agriculture,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:fr-bio-01,en:no-lactose,fr:ab-agriculture-biologique","en:gluten,en:milk",LÉA NATURE Jardin Bio GLUTEN free vegan sans IACTOSE Couscous oriental semoule mais riz fabriqué France CERTIFIE AB 250 FR 810 01,2.9,,,,c,,http://world-en.openfoodfacts.org/product/3456300005820/couscous-oriental-semoule-mais-et-riz-bio-sans-gluten-lea-nature-jardin-bio,https://images.openfoodfacts.org/images/products/345/630/000/5820/front_fr.27.400.jpg,gluten|lactose,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3596710484522,Maïs croquant,Auchan,en:fresh-vegetables,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Aliments et boissons à base de légumes, Légumes et dérivés, Frais, Aliments à base de plantes frais, Légumes frais","en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a",,"Maïs doux en grains, eau, sel",7.4,,,,b,3,http://world-en.openfoodfacts.org/product/3596710484522/mais-croquant-auchan,https://images.openfoodfacts.org/images/products/359/671/048/4522/front_fr.31.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3041090070365,Blédi à boire multivitamines Oranges,"Blédina, Danone",en:from-4-months,"Aliments pour bébé, Goûters et desserts pour bébé, Boissons pour bébé, Dès 4 mois",en:no-gluten,,"Jus d'oranges 97.4 %, bananes, vitamines : vitamine C, vitamine B1, vitamine B2, vitamine PP, vitamine B6, vitamine B8, vitamine B5",,,,,not-applicable,1,http://world-en.openfoodfacts.org/product/3041090070365/bledi-a-boire-multivitamines-oranges-bledina,https://images.openfoodfacts.org/images/products/304/109/007/0365/front_fr.26.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3176572516007,"Petits Filous Aux Fruits Panachés 6,9 %",Yoplait,en:fruits-flavoured-fat-fresh-cream-cheese,Fromage frais aromatisé aux fruits,en:no-gluten,en:milk,"entier (Lait ecreme et Creme (Framboise ou Fra:2t cu Aortcot) • Amidon transforme de mats • Jus de sureau • Colorants , E120, El oo • : E410 E412, E415 - Arômes - Phosphate de Calcium • Correcteur dècidjté E330, sans",12.6,,,,c,4,http://world-en.openfoodfacts.org/product/3176572516007/petits-filous-aux-fruits-panaches-6-9-yoplait,https://images.openfoodfacts.org/images/products/317/657/251/6007/front_fr.4.400.jpg,gluten|lactose|sucre|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3760322500349,GHEE  - Beurre clarifié,Nutripure,en:ghee,"Produits laitiers, Matières grasses, Produits à tartiner, Surgelés, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Matière grasse de beurre, Beurre clarifié, Ghi","en:organic,en:eu-organic,en:nl-bio-01,en:no-lactose,fr:ab-agriculture-biologique",,Beurre clarifié,0,,,,e,2,http://world-en.openfoodfacts.org/product/3760322500349/ghee-beurre-clarifie-nutripure,https://images.openfoodfacts.org/images/products/376/032/250/0349/front_fr.15.400.jpg,lactose,lactose_free_dairy_or_alt,labels_tags indique sans lactose ou catégorie substitut laitier,0,0,0,Aucun,OUI
3347430388832,Penne de maïs,Moulin des Moines,en:gluten-free-penne,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, en:Specific products, Pâtes alimentaires, en:Products for specific diets, Produits sans gluten, Pâtes alimentaires sans gluten, Pâtes de maïs, Penne sans gluten","en:no-gluten,en:organic,en:eu-organic,en:fr-bio-01,fr:ab-agriculture-biologique,fr:agriculture-italie",,Farine de maïs*.,0.5,,,,b,1,http://world-en.openfoodfacts.org/product/3347430388832/penne-de-mais-moulin-des-moines,https://images.openfoodfacts.org/images/products/334/743/038/8832/front_fr.4.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten,0,0,0,Aucun,OUI
3254560025899,Jus de pamplemousse rose à base de concentréteneur en fruits 100%Riche en vitamine CSans sucres ajoutés** Comme tous les jus de fruits . Contient les sucres naturellement présents dans les fruits.,Auchan,en:grapefruit-juices-from-concentrate,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus de fruits à base de concentré, Jus de pamplemousse, Jus de pamplemousse à base de concentré","en:fsc,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-b",,Jus de pamplemousse rose à base de jus de pamplemousse rose concentré.,7.5,,,,d,,http://world-en.openfoodfacts.org/product/3254560025899/jus-de-pamplemousse-rose-a-base-de-concentreteneur-en-fruits-100-riche-en-vitamine-csans-sucres-ajoutes-comme-tous-les-jus-de-fruits-contient-les-sucres-naturellement-presents-dans-les-fruits-auchan,https://images.openfoodfacts.org/images/products/325/456/002/5899/front_en.33.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3760214930117,Thé Vert au Jus de Citrons,"Herbalist, Herbalist Infusions Véritables",en:iced-teas,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons au thé, Thés glacés","en:low-or-no-sugar,en:organic,en:eu-organic,en:no-added-sugar,en:no-additives,en:no-caffeine,en:no-flavors,fr:ab-agriculture-biologique",,"Infusion de Sencha* 94,2% (eau, feuilles de Thé Sencha), jus(1) de raisin blanc* 4,5%, pur jus de citron vert 0,9%, jus(1) de citron* 0,4%.  *Issu de l'agriculture biologique.  (1) A base de concentré.",2.8,,,,c,1,http://world-en.openfoodfacts.org/product/3760214930117/the-vert-au-jus-de-citrons-herbalist,https://images.openfoodfacts.org/images/products/376/021/493/0117/front_fr.29.400.jpg,sucre|cafeine,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3596710480111,"TONUS* Orange, Raisin, Kiwi, Citron vert - 100% Pur Jus - Riche en Vitamine C.* La vitamine C contribue à réduire la fatigue",Auchan,en:lemons,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Citrus, Grapes, Kiwis, Lemons, en:fruit-juices",en:no-added-sugar,,"Jus d'orange (50%), jus de raisin (34%), purée de kiwi (15%), jus de citron vert (1%).",10,,,,c,1,http://world-en.openfoodfacts.org/product/3596710480111/tonus-orange-raisin-kiwi-citron-vert-100-pur-jus-riche-en-vitamine-c-la-vitamine-c-contribue-a-reduire-la-fatigue-auchan,https://images.openfoodfacts.org/images/products/359/671/048/0111/front_fr.18.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
5410221305382,Citron vert à diluer sans sucres ajoutés,Pulco,en:lime-syrups,"Boissons, Sirops, Sirops aromatisés, Sirops de citron, Sirops de citron vert",en:no-added-sugar,,"eau, jus de citron vert à base de concentré (équivalent à 36% de jus reconstitué), pulpes de citron 4%, acidifiant acide citrique, extrait de citron vert.",0.8,,,,unknown,1,http://world-en.openfoodfacts.org/product/5410221305382/citron-vert-a-diluer-sans-sucres-ajoutes-pulco,https://images.openfoodfacts.org/images/products/541/022/130/5382/front_fr.32.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
3428273160035,Matin léger - Boisson au lait au chocolat,Lactel,en:low-lactose-milk,"Boissons, Produits laitiers, Boissons lactées, Laits, Laits aromatisés, Laits aromatisés au chocolat, Laits à teneur réduite en lactose",en:no-lactose,,"Lait délactosé (Origine France) (94%) (Lait partiellement écrémé, lactase), chocolat en poudre (5%) (sucre, cacao), sucre (0,8%), stabilisants : cellulose, gomme de cellulose, carraghénanes, arôme et vitamine D. Bien agiter avant ouverture.",8.9,,,,c,4,http://world-en.openfoodfacts.org/product/3428273160035/matin-leger-boisson-au-lait-au-chocolat-lactel,https://images.openfoodfacts.org/images/products/342/827/316/0035/front_fr.4.400.jpg,lactose|sucre|ultra_transforme,lactose_free_dairy_or_alt,labels_tags indique sans lactose ou catégorie substitut laitier,0,0,2,Aucun,OUI
3330720244031,Myrtille sans sucres ajoutés,Lucien Georgelin,en:low-sugar-fruit-jam,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de myrtilles, Confiture de fruits allégée en sucres","en:no-preservatives,en:made-in-france,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a",,"Myrtilles 65% (origine UE/non-UE), fibre naturelle soluble, gélifiants : pectine, jus de citron concentré.",27,,,,b,4,http://world-en.openfoodfacts.org/product/3330720244031/myrtille-sans-sucres-ajoutes-lucien-georgelin,https://images.openfoodfacts.org/images/products/333/072/024/4031/front_fr.27.400.jpg,sucre,low_sugar_snacks_breakfast,signal sucre (labels ou nutriments) + catégorie snack/petit-dej,0,0,0,Aucun,OUI
